37.7749,-122.4194
34.0522,-118.2437
40.7128,-74.0060
51.5074,-0.1278
48.8566,2.3522
35.682839,-105.937799
41.8781,-87.6298
52.5200,13.4050
53.349805,-6.26031
28.6139,77.2090
43.6532,-79.3832
45.4215,-75.6919
38.8951,-77.0369
37.7749,-122.4194
34.0522,-118.2437
40.7128,-74.0060
51.5074,-0.1278
48.8566,2.3522
35.682839,-105.937799
41.8781,-87.6298
52.5200,13.4050
53.349805,-6.26031
28.6139,77.2090
43.6532,-79.3832
45.4215,-75.6919
38.8951,-77.0369
37.7749,-122.4194
34.0522,-118.2437
40.7128,-74.0060
51.5074,-0.1278
48.8566,2.3522
35.682839,-105.937799
41.8781,-87.6298
52.5200,13.4050
53.349805,-6.26031
28.6139,77.2090
43.6532,-79.3832
45.4215,-75.6919
38.8951,-77.0369
37.7749,-122.4194
34.0522,-118.2437
40.7128,-74.0060
51.5074,-0.1278
48.8566,2.3522
35.682839,-105.937799
41.8781,-87.6298
52.5200,13.4050
53.349805,-6.26031
28.6139,77.2090
43.6532,-79.3832
45.4215,-75.6919
38.8951,-77.0369
